countryA,countryB,troopsA,troopsB,modA,modB,winner,gdp_loss_A,gdp_loss_B
GBR,RUS,77933,131919,87.33,97.43,RUS,3499371186288.93,9420278181528.32
CAN,CHN,50680,63675,62.88,82.68,CAN,3501287479243.55,4691316860073.81
IND,USA,133207,104845,59.09,92.56,USA,8603990416883.04,6843678342560.17
FRA,USA,69179,95733,50.14,96.31,USA,3094738907100.71,12073766428803.21
GBR,CHN,109613,22392,74.4,61.68,GBR,6090963023103.13,1528152656773.76
GER,CAN,49970,85984,96.43,74.96,CAN,6453384418764.55,4491322090768.48
CAN,GBR,14718,161101,64.07,79.39,GBR,796669976141.8,16254638704945.64
GER,CAN,168183,75263,52.17,90.12,CAN,7122054351569.02,7059041440679.54
IND,JPN,179790,37097,81.02,70.06,IND,14030325083964.91,1839671955759.45
GBR,GER,85769,111721,52.81,60.52,GER,3523774259356.24,9079878082768.4
RUS,USA,89707,157467,75.35,87.16,USA,8994667745680.17,9744328142563.45
IND,FRA,151798,164065,69.08,79.62,FRA,11166696744967.86,15552361204726.37
IND,USA,102304,72088,73.77,94.91,USA,9466909674738.57,6157386348402.33
RUS,BRA,27139,70610,58.13,82.75,BRA,1964770775019.75,7300704018860.86
CAN,BRA,129804,27258,54.51,50.84,CAN,9114876028513.07,1279763648012.3
GBR,JPN,54782,148375,87.45,98.33,JPN,6559400945029.33,11476820510762.56
GBR,BRA,29958,22177,62.28,79.66,BRA,2648555436403.93,2580896456313.35
GER,CHN,162379,154819,90.02,79.79,GER,12916202474811.29,15549760023236.91
IND,FRA,113026,107318,87.92,95.46,IND,9378205154492.18,13601633535511.35
IND,GBR,79134,31823,59.92,83.19,GBR,2608173381281.22,2152016738115.1
JPN,GBR,23583,115312,95.41,73.97,GBR,3208068529472.74,7232316786230.31
FRA,CAN,27013,88812,58.06,55.36,FRA,1705167997220.69,3308191059051.96
IND,GBR,57984,21963,89.86,98.11,IND,6316503886037.67,2040035460398.8
CHN,JPN,131246,166000,71.03,53.92,CHN,8725411440156.22,13399998466253.82
FRA,JPN,185946,116466,59.15,58.51,JPN,10711214582618.84,7424860716292.16
CHN,RUS,181269,90385,96.91,90.98,CHN,18324411497646.66,10066935343424.09
GBR,GER,139110,101618,98.16,74.52,GBR,17688663479274.74,9371039105799.84
FRA,GBR,19096,102141,75.57,58.91,FRA,1606079181898.8,4229056179138.8
IND,CHN,83533,20038,73.46,64.31,IND,8045885174566.32,716500190758.31
RUS,GBR,124795,115841,95.04,99.7,GBR,8500453415602.79,7179058749174.33
GER,BRA,35618,112334,79.81,79.2,BRA,2006389161184.51,10851551789551.86
CHN,USA,19868,13438,63.3,70.08,CHN,888947281944.98,900111615810.63
FRA,CAN,31882,45151,71.26,93.81,CAN,1146958243425.47,5949738012272.97
IND,USA,161711,177207,91.8,73.98,USA,10080687252645.63,11360394611527.23
FRA,GBR,178035,16167,92.98,65.4,FRA,10242345148071.99,637186563907.11
IND,BRA,116760,23172,96.96,58.21,IND,10797794429117.19,1980770088481.25
IND,JPN,112125,192375,64.41,87.22,JPN,4530128509077.92,15113498442599.26
IND,CHN,135677,111787,84.0,79.81,IND,10437547210531.17,12028442161652.35
JPN,IND,170542,171432,53.42,54.62,IND,13660860614056.24,5112764035566.66
GER,CHN,119982,76310,86.3,79.58,CHN,10388724639356.3,5218727343763.76
RUS,GBR,80714,98950,78.16,57.97,GBR,8987536244605.43,6277824997290.01
RUS,GER,81102,96258,62.49,99.09,RUS,6091182782005.06,9767622760363.08
FRA,GER,161425,57445,82.73,62.99,FRA,18621080632284.99,4442051840491.35
FRA,CHN,179260,99941,56.76,84.8,CHN,11452375011050.05,11721398610504.15
IND,GBR,43375,177770,66.69,82.8,GBR,3789700537932.18,18526287146575.62
JPN,IND,81210,168328,70.05,84.57,IND,4566657344207.58,11532067082748.19
IND,USA,163344,44207,88.86,71.5,IND,12655090490889.89,4644269432704.99
JPN,CHN,162788,130934,65.44,53.72,JPN,15555737392506.4,9980776003321.41
IND,RUS,99276,139183,52.45,99.0,RUS,3996700592884.95,15570960545571.84
CHN,FRA,98706,115728,59.04,59.58,CHN,5369119957346.16,6963440022090.42
CHN,JPN,176234,115004,80.4,88.49,JPN,16311959551528.9,10343341266613.74
GBR,GER,83606,166223,50.76,56.88,GER,3787404817761.07,11678244083732.54
IND,RUS,170544,64236,89.61,64.06,IND,7961458697595.68,4046741781611.01
GER,FRA,199576,48278,95.06,77.99,GER,24514769869512.15,5597140309022.39
GBR,BRA,129837,86709,74.77,70.67,GBR,8112395107626.53,7417956838697.04
FRA,GER,196513,190293,85.38,97.91,FRA,12209180882944.72,13753793723282.88
CAN,FRA,118343,120260,73.13,92.38,CAN,8703048496753.24,12870842170119.39
IND,USA,71401,57350,65.44,96.09,IND,2375574974450.96,5424964535521.03
CHN,IND,68835,168024,58.24,82.03,CHN,5468091695979.59,9095325507439.56
CAN,GER,66936,135085,75.91,60.95,CAN,3868408147652.25,8387939641158.95
JPN,IND,172590,133797,96.49,75.92,IND,23694399815191.24,13805280767673.28
CAN,IND,195534,20937,94.5,88.28,IND,21762225047888.01,969649464932.39
GER,BRA,137446,182774,95.98,53.24,GER,13834031599956.98,13147786404345.18
IND,CAN,168385,49496,98.32,93.16,IND,21626003260598.7,5464580334945.42
RUS,CHN,138344,127221,58.27,81.57,CHN,12037161636303.11,12718822784109.28
CAN,JPN,26110,33794,57.33,86.18,JPN,1124401261271.46,4055785885206.35
RUS,IND,175888,134717,71.39,84.71,IND,10736847526782.6,16476469000143.78
JPN,FRA,71549,199792,84.47,92.39,FRA,5949298455195.71,14677018584301.29
GBR,IND,140834,166057,71.98,54.38,GBR,10538112858352.25,12814044044312.24
RUS,USA,38530,29391,94.62,68.85,USA,3838731496615.28,1450016084594.31
GBR,CAN,10893,198367,85.87,75.13,CAN,981187896229.32,9603430735955.95
CHN,GER,138745,82406,81.7,77.33,GER,15055969344818.82,6721923113941.83
IND,JPN,133967,97054,53.55,97.13,JPN,6489773444349.54,13458001555234.56
CAN,CHN,104260,31993,58.77,52.12,CAN,3130732638849.5,924484278648.34
CHN,BRA,36885,52639,71.41,93.32,CHN,3623401765841.12,5049915371366.32
CHN,GER,54560,39720,98.82,77.6,CHN,6266341205391.36,3632251083442.82
BRA,CHN,23613,150978,66.72,77.73,CHN,1086257206132.5,14615955954975.82
USA,RUS,147159,73820,81.5,66.02,RUS,6351650748868.42,4892436825325.44
GER,IND,176773,93117,99.45,82.18,IND,14340793414353.69,8225659867287.01
GBR,IND,28665,73238,63.2,82.32,GBR,1131289426730.03,5749740381665.66
BRA,RUS,116568,192561,58.33,59.46,RUS,9498136954158.96,14007040276964.86
USA,JPN,39622,139814,77.32,83.85,JPN,2382947550716.2,10307749800562.15
GER,BRA,105834,116390,77.59,63.34,GER,9901096773382.17,5752729530847.39
GBR,CHN,51989,86944,96.09,84.44,CHN,5785138082850.22,5599848460812.56
IND,RUS,54741,103068,51.32,80.6,RUS,3410529633716.29,9581158320796.46
GER,CAN,30163,13193,70.37,85.8,GER,2186302525676.1,1612530534080.26
CAN,GBR,81637,50986,65.62,50.98,CAN,6587164242578.97,2011104104019.81
CHN,RUS,69175,15220,78.55,56.27,CHN,5501216131846.56,642159873056.98
USA,IND,43546,160429,50.47,92.01,IND,1928642650736.54,17944481819604.24
USA,JPN,144547,49299,85.55,69.04,USA,16799104199819.72,1732815276263.96
USA,GBR,80259,160621,74.25,91.84,USA,5713231201441.26,19680864260646.24
GBR,CHN,24890,27474,85.03,53.13,GBR,2260508734177.41,1283572115267.33
CAN,CHN,164342,67593,72.39,88.47,CAN,11480444989680.67,8381839178012.85
GER,FRA,16713,141213,73.71,54.19,FRA,1571298588114.56,9248027380461.38
CHN,JPN,103389,92186,94.78,73.42,CHN,10188497360140.83,8749155000982.06
CAN,GER,75317,116023,60.54,96.88,CAN,4426811619309.46,7544390473442.02
BRA,IND,92979,30694,60.87,53.88,IND,4289325057073.83,1429280083901.69
IND,CHN,131061,116991,77.97,67.53,IND,14425008209702.66,6167105694363.29
RUS,CAN,140742,157935,83.01,75.92,RUS,15926141422605.8,14569098734741.12
CAN,IND,197577,12690,67.73,94.97,CAN,12465957828926.46,630013714891.08
BRA,CAN,183329,124153,75.98,66.63,CAN,16153178577257.47,9258652455834.81
CHN,FRA,125039,55056,61.39,90.35,CHN,7738777303970.89,6805528147856.29
RUS,BRA,56492,162392,56.8,85.91,BRA,2169529714308.71,7585303831222.04
RUS,FRA,119718,77963,61.91,65.35,RUS,6493229868764.68,4028701229018.29
CAN,CHN,156467,166491,95.82,67.04,CAN,20288058551668.48,7901889108221.93
USA,GER,82005,50832,90.09,59.55,USA,9585348073720.34,4534851523050.73
FRA,BRA,35040,177055,57.01,84.65,BRA,1203603136521.16,22265605477643.96
CHN,GER,119009,32365,52.33,78.16,CHN,3582816447075.11,1579216185928.1
USA,IND,78702,144983,54.66,57.75,USA,5822547738254.95,5816909376481.68
CHN,JPN,31637,127037,64.67,81.0,JPN,2863007929931.51,5381519839210.73
FRA,RUS,77745,141721,90.57,74.93,FRA,5592358655873.85,11322837374993.44
IND,FRA,149819,195760,66.07,54.63,IND,8406535439014.2,12681730534694.1
FRA,CAN,161322,36469,59.28,97.69,CAN,7993295355301.93,4112912463586.44
JPN,GBR,100467,103362,69.79,91.74,JPN,4396175905215.68,7206417349926.51
CAN,GER,121855,91039,56.2,53.55,CAN,8526551890723.13,3428756370294.3
CAN,GER,64040,53346,73.51,96.56,GER,4096046742568.22,2862769186629.37
BRA,GBR,117518,97498,83.78,95.83,BRA,13155675627602.59,10583147332041.2
USA,RUS,172377,181956,68.44,52.11,RUS,16263633558094.8,7068515190213.0
BRA,GBR,93110,109658,58.68,60.07,GBR,7719147797589.98,3878227148654.32
JPN,GER,106395,158749,72.66,85.12,JPN,10188545645060.65,11546838810640.47
FRA,BRA,193434,70390,88.12,96.73,FRA,21971116570519.68,4415249061582.11
CAN,IND,151168,95178,53.83,91.16,IND,7726296675239.17,8730187986428.01
GBR,USA,85764,72635,53.55,64.09,USA,2419949648561.09,3021991589358.25
FRA,GER,150290,84131,65.91,51.67,FRA,6062445415170.92,6471190393037.2
FRA,RUS,100367,89315,70.75,73.64,FRA,7320483167627.81,5495975203461.31
JPN,GBR,94338,73734,60.82,54.6,JPN,4934805872267.84,3924662817650.25
IND,GBR,188453,22164,51.35,62.26,IND,12860486988674.6,1513400782526.75
CHN,RUS,160407,63184,60.98,82.0,RUS,10398885079782.48,6998152573287.19
JPN,GER,187933,176446,71.77,74.75,JPN,8076869125874.65,19097942107247.72
CHN,FRA,39907,101964,53.97,68.84,FRA,2107594868129.18,6085031556280.29
CAN,GER,49387,111678,85.79,96.5,GER,5601339324587.04,9952692987550.29
JPN,CAN,84655,101041,77.61,59.65,JPN,8954972752706.94,3923300126113.74
CHN,GBR,67407,88709,71.72,74.37,GBR,3220097719642.44,4550051403470.85
BRA,GBR,145627,39580,75.94,78.67,BRA,6638278242133.37,3805921144921.17
JPN,CAN,56095,197864,82.79,66.1,CAN,4119292341620.0,12231777795990.55
CAN,IND,11042,164390,99.74,85.26,IND,622818138856.72,18814159175100.22
JPN,GBR,113748,155699,88.76,93.36,GBR,12381102232843.5,14960354332219.2
CAN,GBR,14188,81614,77.02,77.07,GBR,1035400800878.73,4923441499783.93
JPN,BRA,88596,177163,88.53,89.07,JPN,5476238306790.69,18608718659793.58
CHN,GBR,199225,24444,73.76,53.05,GBR,8853327540136.98,1261390592689.52
IND,GBR,151305,180945,65.55,57.69,GBR,14155552991921.06,14511925933929.2
GER,BRA,13088,27747,63.1,73.1,GER,448473725096.16,1768398388846.66
CHN,FRA,11646,150301,69.97,96.05,FRA,487221136248.25,10894992995029.04
USA,GER,154199,123332,50.11,76.58,GER,5673849832897.74,8872729735616.68
RUS,GER,173687,127699,58.85,71.62,RUS,6078183781253.5,12337333050545.42
IND,GER,25453,77626,56.33,80.01,GER,1640540398244.81,8225226041524.58
BRA,GBR,62233,67804,98.02,56.22,BRA,4381062389988.58,5312148029534.65
FRA,GBR,175587,189301,53.24,82.68,GBR,9161044289451.65,21124833426345.82
CHN,CAN,199164,42368,75.05,54.7,CHN,20331536552723.1,1923903987252.55
JPN,BRA,93087,20944,95.99,78.84,JPN,11836890058388.62,1803514576046.72
CHN,GBR,71993,172824,80.38,85.72,GBR,3739496956535.13,19180217174257.77
GBR,BRA,194834,42916,74.76,70.58,GBR,8575732431664.51,4055918060138.51
IND,JPN,96392,30817,87.15,95.55,IND,9780328755989.64,2655144847250.79
GER,CAN,132349,11133,67.67,57.6,GER,6361417487340.79,649995037451.14
BRA,GBR,163260,117603,59.69,58.55,GBR,12486844680741.02,5444078088095.03
GBR,RUS,76019,135482,92.36,75.85,RUS,6561444687848.55,12308612212087.76
CAN,IND,10451,126801,52.83,96.58,IND,361371521125.45,14351531951186.73
GBR,GER,145141,197779,90.39,69.53,GBR,19340613077377.77,14995651365671.46
CHN,FRA,74274,169742,55.17,96.32,FRA,2276668432838.05,18431072136484.33
BRA,CAN,154458,196234,81.28,84.67,BRA,7837451732749.34,23239833325147.45
CHN,IND,148279,188796,73.85,89.13,CHN,14367795530329.2,22212466192786.26
CAN,CHN,179511,62837,99.93,96.89,CAN,17089273533732.83,3804211651692.89
FRA,GER,193357,177046,69.4,78.62,FRA,19296080012849.28,15905484256674.48
BRA,GER,28157,142181,97.86,82.08,GER,1689131493356.28,7721179282765.86
FRA,GBR,84726,38755,70.19,78.95,GBR,3906974026897.44,1983890969084.19
IND,USA,115716,118473,84.09,89.24,IND,4882743267098.07,10036091785902.31
IND,RUS,182429,34802,82.18,63.67,IND,10751410864033.02,2183827972831.36
FRA,RUS,156001,74771,54.32,89.4,RUS,9807065196261.85,4038277312303.13
IND,GBR,114636,53899,87.17,85.68,IND,12224281381247.4,4672463356113.53
BRA,FRA,189819,183044,60.43,80.1,BRA,10667711538507.74,9919092369047.84
JPN,GBR,17913,136995,69.42,51.94,GBR,941818237623.61,7475818028364.12
USA,CHN,36727,177776,89.11,88.73,CHN,3980736335023.95,21012064603376.02
IND,GER,143018,85194,97.22,56.62,GER,9351691970544.96,2826500598929.45
IND,CAN,71061,119484,77.99,98.1,IND,7022266575766.94,10540326860464.49
CHN,USA,123388,62958,75.97,54.07,CHN,12060093769936.25,2497857622647.45
FRA,JPN,77957,98469,75.25,86.01,JPN,5520308814818.69,9101966106479.53
RUS,JPN,95839,52491,90.83,68.02,JPN,6037775008824.85,4975566902891.15
GER,RUS,115649,18495,99.66,86.78,GER,13021902947736.98,1119177691578.67
GBR,CAN,160539,75181,81.68,75.95,GBR,17747514571562.73,6716487119653.82
IND,JPN,165576,189184,68.93,81.48,IND,11750116340325.46,9141840295641.41
GBR,RUS,11844,23097,60.93,53.77,RUS,693596009806.24,1298846013523.24
BRA,GBR,44572,162604,59.94,98.32,GBR,3952032018160.92,18802929781459.23
RUS,IND,164047,172182,92.81,50.19,IND,15794596854455.97,10119124176286.14
GER,GBR,29449,189615,99.62,97.06,GBR,1567197996319.23,22788224048501.15
FRA,CAN,120137,192156,84.9,78.41,CAN,10220482931849.23,13822469356552.8
USA,GBR,29459,50702,97.79,62.91,GBR,2723173930604.04,4019282558331.56
GER,FRA,159676,136901,67.5,81.89,GER,8537371642871.9,10906466385480.57
GER,RUS,135298,165789,81.38,83.64,RUS,8999485692965.25,11411742799218.75
USA,IND,119334,65941,75.58,86.52,IND,12905713443722.67,4689245851802.26
JPN,GBR,70140,114079,74.1,50.82,JPN,3293080600153.97,3917345487382.24
FRA,JPN,35362,117304,81.62,99.14,JPN,3648263778126.66,14194590525676.11
CHN,JPN,169015,92867,65.52,80.9,JPN,15529478468300.78,4940449098629.05
GBR,RUS,31319,136292,82.03,68.88,RUS,1951215613897.31,10666036396352.63
IND,JPN,110751,53252,83.64,78.53,JPN,5250718001606.14,4873557096665.31
GER,JPN,192122,59917,91.81,58.92,GER,14236354461627.32,2777116245577.06
BRA,RUS,148769,119419,86.52,62.36,RUS,12008141078679.41,7362684721795.4
USA,RUS,194727,31399,65.99,54.29,USA,18650491507632.88,1995977836826.48
GBR,CHN,106896,101050,72.54,93.96,CHN,7212531211109.92,4749077013664.24
RUS,CAN,38735,12496,56.02,62.58,RUS,1284699375984.08,605846420592.55
USA,BRA,41293,40985,62.86,86.99,USA,1679240422493.37,3135998593921.96
RUS,GER,149082,125950,76.05,63.71,RUS,9667667689410.91,11481545766830.08
FRA,BRA,102305,114697,55.04,57.3,BRA,3852433527676.5,6337034542709.87
GER,JPN,99359,162506,78.53,55.41,GER,4373934351987.81,9066799966994.35
BRA,USA,50727,48178,69.51,93.01,BRA,2381124637635.14,5216601708695.69
IND,JPN,114545,43310,51.74,55.99,IND,3588359504246.36,2307158621577.31
RUS,IND,24787,86407,71.72,54.36,RUS,1249245068428.3,4379284425985.98
GBR,RUS,127710,154462,64.06,50.47,GBR,12242074617596.78,11493294103096.12
JPN,FRA,121489,86682,53.35,68.32,JPN,6127477159630.64,7771942420610.78
FRA,IND,154375,131352,64.67,97.13,IND,11566528592316.07,15333036531872.44
JPN,IND,108782,58577,64.7,95.43,JPN,4682728320079.8,5481351756005.25
FRA,IND,63448,99643,67.75,55.75,IND,5800383360060.29,4701557200481.03
CHN,CAN,79513,61933,68.32,50.62,CHN,4166314343326.95,3423485501562.17
GBR,JPN,16068,25479,71.49,87.55,JPN,1702904868321.15,2110710568004.05
JPN,RUS,120040,86719,54.6,65.32,RUS,8760693130363.71,5475557172866.76
BRA,USA,128962,94532,50.26,91.73,USA,9404739740407.21,6257584039098.36
GER,USA,172299,169296,86.8,60.77,GER,17472676477289.52,13285102650629.91
USA,CHN,22740,191423,66.87,74.61,CHN,1760951424089.44,18439353063807.76
IND,GBR,98333,157245,80.68,51.65,IND,10639680372353.15,6504518868100.34
GER,FRA,74745,86408,65.35,94.74,GER,5936699327676.6,6459688305435.25
GER,IND,148863,49800,99.21,58.9,GER,16336863481076.55,2282147106942.39
FRA,RUS,141557,168496,65.77,64.74,FRA,7990807873336.87,7227905001556.12
BRA,JPN,186120,163779,80.25,73.99,BRA,10797132136525.96,16457831269869.56
FRA,JPN,171767,22854,61.0,63.56,FRA,13434767914424.36,1112144854748.42
CAN,FRA,178513,113090,75.89,52.01,FRA,12003648106118.84,7050018310290.1
RUS,CAN,10337,144753,78.97,51.45,CAN,458098717821.81,4466376384695.93
IND,USA,140996,162685,59.14,97.76,USA,8168748079756.0,19647749923670.67
RUS,JPN,156164,29879,56.18,66.27,RUS,10155690374346.64,1281812065401.81
USA,GER,66052,16078,98.68,66.72,USA,3409172895222.28,706715001780.4
CAN,USA,11471,124166,94.66,96.14,USA,1308621261579.2,15895743459417.57
GBR,IND,61194,55461,83.0,91.81,GBR,3680887817360.62,4027160308124.5
USA,FRA,185460,106892,93.05,84.35,FRA,12466120750140.57,6062252965641.41
USA,BRA,199117,62314,54.78,82.93,USA,11593098111638.93,5358046170372.23
CHN,JPN,129076,37941,86.47,90.05,CHN,9345081219921.16,1964148297431.82
IND,CAN,83392,142488,64.28,58.44,IND,5095562183851.6,10079836404319.98
FRA,GER,71088,166497,76.97,83.21,FRA,5543343097021.25,18584117552527.14
BRA,CAN,109909,134781,88.24,54.92,BRA,13781717413081.68,5539797169637.13
RUS,GBR,15664,149579,51.67,56.33,GBR,570561330758.44,10093297329182.03
USA,JPN,98859,132261,84.74,62.14,JPN,8078483332024.76,4551289995697.67
RUS,IND,101991,23573,71.74,85.49,RUS,9409792371664.23,1970971013683.29
RUS,GBR,129805,199923,71.98,94.63,RUS,6588967372215.62,27468193438233.04
GBR,IND,146451,169770,95.36,84.54,GBR,8133623751478.02,14898516495684.85
IND,GER,41536,183550,92.99,70.83,GER,1999762122900.83,11841133468879.23
IND,CAN,146063,71494,52.88,75.68,IND,4662827712371.84,2737158562573.44
JPN,FRA,104754,28318,80.92,85.62,JPN,6565623621336.81,1832725787887.89
GER,USA,126134,179791,71.79,80.66,GER,8233727191934.64,13465506817584.39
IND,FRA,106649,106528,55.89,76.47,IND,6519646923690.3,7148003341911.88
RUS,CAN,111610,85529,92.55,61.84,RUS,7231789538490.48,4966224309400.75
FRA,GBR,103513,49102,53.58,80.85,FRA,4268552609574.81,2078780880133.48
RUS,GER,38359,29006,51.6,50.93,RUS,2373593158991.54,1523531322297.17
FRA,RUS,127060,19048,59.88,78.0,FRA,10719473493126.64,1116346804183.47
JPN,BRA,190374,163021,65.17,91.04,BRA,7884498547983.79,13365800125748.04
FRA,IND,124209,27909,53.04,58.99,IND,6407461610491.3,2282433544728.23
IND,GBR,28043,172407,82.07,55.71,GBR,1830546783900.49,12756315851673.11
GBR,FRA,98059,44184,71.86,98.51,FRA,7243360814968.37,3908531425101.7
FRA,CAN,19070,71215,70.61,92.17,CAN,833673742783.88,3636901823375.73
RUS,JPN,155205,168713,57.27,65.1,JPN,6853095868547.38,15254592794709.79
BRA,GER,66955,78256,71.89,60.43,GER,5818684944416.98,4251246283131.7
IND,FRA,38571,16826,69.51,66.7,FRA,3537075979019.4,1099372460355.78
BRA,CAN,168063,104316,69.18,71.56,CAN,13041323719242.48,4372204753231.35
CAN,JPN,87115,49563,60.93,91.05,JPN,7666860718507.12,5381839065356.35
CAN,CHN,190813,62828,54.72,61.96,CAN,12038176246430.24,4718586078510.04
RUS,GBR,108891,113380,63.04,86.04,RUS,8556599224242.2,8864478086052.58
CAN,BRA,140644,123766,83.36,96.46,CAN,10052971516979.09,16581902635676.46
GER,USA,31871,16369,53.65,68.98,GER,1145312067321.2,619441674840.87
JPN,GBR,147295,51312,69.12,51.3,GBR,11787739760946.52,2125790629989.47
IND,JPN,24197,119727,75.72,91.38,JPN,2600005661032.41,7733489353961.94
BRA,CHN,84923,146898,98.16,85.42,CHN,12352885284625.88,15031486030013.67
RUS,CHN,112657,140371,92.19,57.45,RUS,9867179239010.89,5683009093852.34
GER,JPN,102438,143264,95.83,79.85,GER,10206492057004.76,13757918564448.76
RUS,CAN,110909,134657,91.0,91.24,CAN,8187372534286.35,15929790464410.16
GER,BRA,110842,160992,79.46,59.05,BRA,10326375174356.94,12199526914880.97
CAN,BRA,89432,123554,93.04,61.15,CAN,10527515312812.32,3989285521446.63
CAN,GBR,51525,164755,78.26,60.09,CAN,2182358137001.61,14162050860664.8
FRA,USA,26198,35692,67.89,99.88,USA,2394998338377.64,4329864067610.51
CHN,GBR,175596,92453,68.62,61.48,GBR,12215142762588.73,7461422379162.84
RUS,CHN,104187,19409,78.27,63.35,RUS,8805116200873.92,1408672411992.75
FRA,RUS,108172,24795,90.47,52.4,FRA,6911506918086.49,1337001679395.9
IND,RUS,109499,86716,56.68,99.16,RUS,3167277866625.48,9843198919962.37
FRA,CAN,159587,162807,51.96,62.34,CAN,12042629708598.52,8729503829690.39
USA,GBR,116313,133411,89.48,86.26,GBR,14866083985717.28,11022781834147.1
CAN,CHN,32027,54036,82.38,51.32,CAN,3362182889111.77,3362121549620.45
USA,IND,23792,63387,91.07,89.17,IND,2109425905103.66,6599795717532.67
RUS,IND,91313,114545,98.83,87.53,RUS,7378876808910.57,10963968940799.8
BRA,GER,95330,22021,62.57,54.21,BRA,3913354722037.18,655600175125.25
BRA,JPN,42544,79650,59.71,56.13,BRA,1475827071619.39,3522040072848.01
IND,GER,95263,78120,67.05,64.76,GER,6114577439426.17,5582109670770.6
FRA,IND,123329,19740,93.9,67.73,FRA,14964688937647.82,1288416432982.73
BRA,FRA,164737,196626,50.7,89.17,FRA,10238740724989.8,14695041865275.63
GER,USA,41126,154391,50.53,53.06,USA,2609777428530.88,9969750180713.79
GER,JPN,160553,96391,60.84,82.51,GER,6042934714839.85,7054912712927.48
IND,USA,109637,146314,68.8,61.43,USA,10278626010961.27,12658251000475.14
JPN,GBR,137208,56169,65.12,69.12,GBR,11650491226024.76,4005652264564.08
